match_id,poss_id,team,home_team,action,success,goal,home_score,away_score,goal_diff,Period,Minute,Second,seconds,delta_T,start_x,start_y,deltaX,deltaY,distance,dist2goal,angle2goal,action_pred,delta_T_pred,start_x_pred,start_y_pred,action_0_prob,action_1_prob,action_2_prob,action_3_prob,action_4_prob,action_5_prob,action_6_prob,action_7_prob,action_8_prob,delta_T_pred_unscaled,start_x_pred_unscaled,start_y_pred_unscaled
2565858,1,676,0,dribble,1,0,0,0,0,1,1.0,7.0116,67.0116,2.3037,28.56,11.55,23,5,24.3882,66.4238,2.7309,0.0,0.4515566,0.8360705,0.5207078,2.795078,-0.40630984,-0.7593776,1.1929559,-1.1267512,-0.38569137,-0.76644945,0.84186244,-2.1752753,0.0033831262069019823,56.852792501449585,54.67431753873825
2565858,1,676,0,short_pass,1,0,0,0,0,1,1.0,21.2211,81.2211,14.2095,24.48,8.4,-6,-3,6.6221,73.0172,2.7397,0.0,0.4515397,0.83601177,0.52057815,2.7950106,-0.40623754,-0.7593405,1.1928813,-1.1267958,-0.38564703,-0.7664033,0.84200543,-2.175194,0.003382097186958489,56.84880018234253,54.66070532798767
2565858,1,676,0,short_pass,1,0,0,0,0,1,1.0,23.9539,83.9539,2.7328,19.72,75.6,-7,64,44.1363,76.0362,2.9436,0.0,0.45150822,0.8361109,0.52078193,2.7952876,-0.406363,-0.75937974,1.1930625,-1.1269182,-0.38573697,-0.7664592,0.8419933,-2.1754305,0.0033801815393386175,56.85554051399231,54.68210309743881
2565858,1,676,0,short_pass,1,0,0,0,0,1,1.0,28.732,88.732,4.7781,29.92,89.25,15,13,18.0612,63.4341,2.757,0.0,0.45127213,0.8359966,0.52057654,2.7947817,-0.4062965,-0.75913453,1.1927223,-1.1266897,-0.3855988,-0.7662754,0.8418743,-2.1749623,0.0033658451034681907,56.84777069091797,54.66053634881973
2565858,1,676,0,dribble,0,0,0,0,0,1,1.0,31.4075,91.4075,2.6755,21.08,72.45,-13,-16,17.4556,73.593,2.9651,0.0,0.45128468,0.8359805,0.5205562,2.7947583,-0.40628922,-0.75913596,1.1927204,-1.1267074,-0.38561046,-0.76626444,0.84188634,-2.1749465,0.003366605455106344,56.84667229652405,54.65840220451355
2565858,1,676,0,short_pass,1,0,0,0,0,1,1.0,34.9847,94.9847,3.5772,31.96,48.3,16,-23,22.9532,55.7164,3.0928,0.0,0.4512481,0.83590037,0.52036875,2.7946303,-0.40617704,-0.7591285,1.1926259,-1.1267252,-0.3855997,-0.7662096,0.8420044,-2.1748188,0.003364389897304572,56.841224908828735,54.638719260692596
2565858,1,676,0,short_pass,1,0,0,0,0,1,1.0,36.9583,96.9583,1.9735,38.76,16.8,10,-30,22.9436,50.7253,2.6683,0.0,0.45116597,0.83597726,0.5204687,2.794841,-0.40628427,-0.7591707,1.1927458,-1.126776,-0.3856454,-0.7662731,0.84190947,-2.1750042,0.0033594187816580355,56.84645342826843,54.64921474456787
2565858,1,676,0,short_pass,0,0,0,0,0,1,1.0,39.0516,99.0516,2.0934,44.2,5.25,8,-11,11.2477,47.8218,2.4473,0.0,0.45113882,0.8360041,0.52046263,2.7948854,-0.40628177,-0.7591799,1.1927453,-1.1267772,-0.3856355,-0.7662761,0.84191835,-2.1750164,0.0033577771871173877,56.84827733039856,54.64857637882233
2565858,1,676,0,_,0,0,0,0,0,1,1.0,39.0516,99.0516,0.0,44.2,5.25,0,0,0.0,0.0,0.5,0.0,0.45115322,0.8360075,0.5204733,2.7947557,-0.40624154,-0.7591533,1.1926589,-1.126673,-0.385599,-0.76623565,0.841874,-2.1748784,0.00335864743865759,56.84850835800171,54.64969664812088
2565858,2,674,1,short_pass,1,0,0,0,0,1,1.0,40.7352,100.7352,1.6836,21.76,98.7,-33,89,69.7373,77.4155,2.7448,0.0,0.45152825,0.835967,0.520599,2.7947202,-0.4061399,-0.7592831,1.1926966,-1.1266137,-0.3855534,-0.76624686,0.84187585,-2.1748397,0.0033814004622806744,56.84575629234314,54.66289579868317
2565858,2,674,1,short_pass,1,0,0,0,0,1,1.0,42.4096,102.4096,1.6744,19.04,100.8,-4,2,4.4147,81.8156,2.7493,0.0,0.45122737,0.8359049,0.52045345,2.794763,-0.40623885,-0.75915474,1.1927478,-1.1267524,-0.38564733,-0.7662747,0.84192896,-2.174948,0.0033631337985518695,56.841532945632935,54.64761257171631
2565858,2,674,1,high_pass,1,0,0,0,0,1,1.0,43.0839,103.0839,0.6743,13.6,90.3,-8,-10,10.8074,87.4944,2.858,0.0,0.45129812,0.83592385,0.5204788,2.794815,-0.40623707,-0.7592138,1.1928002,-1.1267658,-0.38567227,-0.766306,0.8419087,-2.1750138,0.0033674201790767177,56.84282183647156,54.65027242898941
2565858,2,674,1,short_pass,1,0,0,0,0,1,1.0,58.9594,118.9594,15.8755,34.68,105.0,31,14,33.9136,61.6693,2.5576,0.0,0.45159522,0.83597666,0.5205913,2.7948918,-0.40616512,-0.7593374,1.1928105,-1.1266809,-0.3855929,-0.7663832,0.8419311,-2.1750996,0.0033854794279568733,56.846412897109985,54.662088453769684
2565858,2,674,1,short_pass,1,0,0,0,0,1,2.0,1.8715,121.8715,2.9121,41.48,73.5,10,-30,22.9436,43.1493,2.8209,0.0,0.45134163,0.8359454,0.52051145,2.7948518,-0.4062341,-0.75927716,1.1928092,-1.126708,-0.38564128,-0.7663375,0.84183455,-2.1750393,0.003370058996800774,56.84428906440735,54.653702080249786
2565858,2,674,1,_,0,0,0,0,0,1,2.0,1.8715,121.8715,0.0,41.48,73.5,0,0,0.0,0.0,0.5,0.0,0.4513806,0.83597064,0.5205718,2.7948618,-0.40623802,-0.759285,1.1928184,-1.1266788,-0.3856259,-0.766344,0.841823,-2.1750472,0.003372424843868819,56.84600353240967,54.66004192829132
2565858,3,676,0,short_pass,1,0,0,0,0,1,2.0,3.2679,123.2679,1.3964,22.44,59.85,-28,-13,30.7003,70.5109,3.074,0.0,0.45179918,0.83593464,0.52072793,2.7947726,-0.40611517,-0.7594203,1.1928331,-1.1265637,-0.38557595,-0.7663529,0.8417843,-2.1749732,0.00339793363343447,56.84355545043945,54.67643290758133
2565858,3,676,0,_,0,0,0,0,0,1,2.0,3.2679,123.2679,0.0,22.44,59.85,0,0,0.0,0.0,0.5,0.0,0.45138103,0.83590454,0.5205259,2.7946115,-0.4062183,-0.75917965,1.1926978,-1.1265912,-0.3855919,-0.76626086,0.8417681,-2.1748347,0.003372450175369796,56.841508626937866,54.65521663427353
2565858,4,674,1,dribble,0,0,0,0,0,1,2.0,6.5082,126.5082,3.2403,38.08,52.5,23,-7,24.6146,46.2,3.1416,0.0,0.45177907,0.83587027,0.52064264,2.7946186,-0.40610117,-0.7593608,1.1927639,-1.1265458,-0.38558194,-0.76630354,0.84174985,-2.1748574,0.0033967032851688066,56.83917808532715,54.6674770116806
2565858,4,674,1,dribble,0,0,0,0,0,1,2.0,7.094,127.094,0.5859,38.08,53.55,0,1,0.68,46.205,3.1269,0.0,0.4513428,0.83583945,0.52037865,2.794638,-0.4061281,-0.7592212,1.192683,-1.126671,-0.38560888,-0.7662646,0.841938,-2.174858,0.003370129514108212,56.837082624435425,54.63975816965103
2565858,4,674,1,short_pass,1,0,0,0,0,1,2.0,9.4178,129.4178,2.3238,45.56,68.25,11,14,14.9677,36.1201,2.8553,0.0,0.4513353,0.83586365,0.5203569,2.7946908,-0.4061286,-0.7592319,1.1926991,-1.1266912,-0.38561344,-0.7662852,0.8419371,-2.1749096,0.003369675697752046,56.838728189468384,54.637473821640015
2565858,4,674,1,_,0,0,0,0,0,1,2.0,9.4178,129.4178,0.0,45.56,68.25,0,0,0.0,0.0,0.5,0.0,0.45128986,0.8359405,0.5204766,2.7948253,-0.40623218,-0.75922215,1.1927711,-1.126693,-0.38562375,-0.76632935,0.841833,-2.1750286,0.003366919759851219,56.843952655792236,54.65004086494446
2565858,5,676,0,dribble,0,0,0,0,0,1,2.0,10.5737,130.5737,1.1558,18.36,26.25,-40,-40,50.0384,78.5126,2.9233,0.0,0.4516908,0.8359237,0.52061915,2.794745,-0.40610826,-0.7593513,1.1927705,-1.1265745,-0.385564,-0.76633614,0.8418064,-2.174946,0.003391309597624531,56.84280967712402,54.665011167526245
2565858,5,676,0,_,0,0,0,0,0,1,2.0,10.5737,130.5737,0.0,18.36,26.25,0,0,0.0,0.0,0.5,0.0,0.45111188,0.8358535,0.52024686,2.7944145,-0.4061219,-0.7589965,1.1924468,-1.1266023,-0.38552475,-0.7661239,0.8419331,-2.1745899,0.003356148999081059,56.83803915977478,54.6259206533432
2565858,6,674,1,dribble,1,0,0,0,0,1,2.0,12.1542,132.1542,1.5805,49.64,78.75,46,50,59.0668,33.0564,2.6014,0.0,0.45157367,0.8359148,0.5205577,2.7946513,-0.4061234,-0.75924134,1.1926727,-1.1265982,-0.3855619,-0.76625097,0.84183043,-2.1748245,0.003384166433923307,56.84220576286316,54.658558666706085
2565858,6,674,1,short_pass,0,0,0,0,0,1,2.0,14.0679,134.0679,1.9138,50.32,67.2,1,-11,7.5533,28.9123,2.8061,0.0,0.45110297,0.83584994,0.52024645,2.794641,-0.40616208,-0.7590515,1.1925725,-1.1267382,-0.38556492,-0.7662003,0.8420236,-2.1747978,0.003355610646003872,56.8377959728241,54.62587684392929
2565858,6,674,1,_,0,0,0,0,0,1,2.0,14.0679,134.0679,0.0,50.32,67.2,0,0,0.0,0.0,0.5,0.0,0.45121884,0.83597636,0.5204725,2.7947638,-0.4062214,-0.75915086,1.1926794,-1.1266528,-0.3856073,-0.7662834,0.84183043,-2.1749396,0.0033626177789466928,56.84639263153076,54.64961528778076
2565858,7,676,0,short_pass,1,0,0,0,0,1,2.0,26.4357,146.4357,12.3678,6.12,105.0,-65,36,72.5075,101.4189,2.7997,0.0,0.45160508,0.83598715,0.5206432,2.79487,-0.4061448,-0.75932646,1.1927823,-1.1266326,-0.3855736,-0.7663414,0.84183156,-2.175029,0.0033860807058081646,56.84712624549866,54.667533338069916
2565858,7,676,0,short_pass,1,0,0,0,0,1,2.0,28.9027,148.9027,2.467,5.44,89.25,-1,-15,10.2539,99.4887,2.9,0.0,0.45116198,0.83595824,0.52043873,2.7946672,-0.4062466,-0.759048,1.1926107,-1.1266284,-0.38555908,-0.76622957,0.8417935,-2.1748443,0.0033591772673784662,56.845160484313965,54.64606672525406
2565858,7,676,0,short_pass,0,0,0,0,0,1,2.0,30.699,150.699,1.7963,6.12,96.6,1,7,4.8744,99.727,2.8511,0.0,0.4512552,0.83598804,0.5205251,2.794672,-0.4062612,-0.7590652,1.1926244,-1.1266105,-0.3855509,-0.7662279,0.8417896,-2.1748457,0.0033648195329267884,56.84718704223633,54.65513527393341
2565858,7,676,0,short_pass,1,0,0,0,0,1,2.0,36.7519,156.7519,6.0529,9.52,105.0,5,8,7.5602,96.4888,2.7815,0.0,0.45130557,0.8359708,0.5205489,2.7945812,-0.40623808,-0.7590654,1.192591,-1.1265613,-0.38555548,-0.76620907,0.84175926,-2.1747773,0.003367871884812922,56.8460156917572,54.657632410526276
2565858,7,676,0,short_pass,0,0,0,0,0,1,2.0,38.5647,158.5647,1.8128,18.36,93.45,13,-11,15.5651,81.1082,2.8085,0.0,0.45128214,0.8359723,0.5205339,2.7947247,-0.40627843,-0.7590911,1.1926752,-1.1266781,-0.38559324,-0.766242,0.84181595,-2.1749153,0.0033664519260965444,56.84611701965332,54.65606153011322
2565858,7,676,0,_,0,0,0,0,0,1,2.0,38.5647,158.5647,0.0,18.36,93.45,0,0,0.0,0.0,0.5,0.0,0.4512607,0.83598214,0.52052927,2.7947147,-0.40626013,-0.7591123,1.1926626,-1.1266594,-0.38560292,-0.7662437,0.84179026,-2.1749094,0.003365151725790775,56.8467857837677,54.65557336807251
2565858,8,674,1,short_pass,1,0,0,0,0,1,2.0,48.4668,168.4668,9.9022,48.28,0.0,44,-89,76.1388,45.6421,2.3012,0.0,0.4516107,0.8359867,0.5206548,2.7948263,-0.40617782,-0.7592824,1.1927625,-1.1266711,-0.38557836,-0.76629555,0.8418143,-2.1750033,0.003386424081526459,56.8470938205719,54.66875374317169
2565858,8,674,1,short_pass,1,0,0,0,0,1,2.0,50.1892,170.1892,1.7224,51.0,11.55,4,11,8.5785,37.3145,2.3511,0.0,0.45115396,0.83606386,0.5206114,2.7950127,-0.40632564,-0.7591594,1.192768,-1.1267742,-0.38560322,-0.76628536,0.8419373,-2.1750984,0.003358692488870117,56.85234260559082,54.66419756412506
2565858,8,674,1,short_pass,1,0,0,0,0,1,2.0,52.7193,172.7193,2.5301,41.48,18.9,-14,7,15.4515,46.3724,2.6532,0.0,0.45133817,0.8361003,0.5207104,2.7952533,-0.40636384,-0.7592569,1.1929481,-1.1269335,-0.3856786,-0.76636374,0.84205794,-2.175325,0.0033698492617330136,56.85481905937195,54.67459291219711
2565858,8,674,1,short_pass,1,0,0,0,0,1,2.0,55.489,175.489,2.7697,28.56,31.5,-19,12,21.5543,62.4001,2.9219,0.0,0.4513166,0.83607143,0.520676,2.7951741,-0.4063543,-0.7592268,1.1929107,-1.1269215,-0.38567722,-0.766332,0.8420652,-2.175251,0.003368540520469963,56.8528573513031,54.670981764793396
2565858,8,674,1,short_pass,1,0,0,0,0,1,2.0,59.1325,179.1325,3.6435,26.52,88.2,-3,54,36.8549,68.0951,2.7952,0.0,0.45118156,0.83598566,0.52050143,2.7949388,-0.40630203,-0.75914043,1.1927781,-1.1268152,-0.3856444,-0.76627153,0.84197456,-2.1750617,0.0033603615743908986,56.84702491760254,54.65265065431595
2565858,8,674,1,high_pass,0,0,0,0,0,1,3.0,1.0428,181.0428,1.9103,34.68,71.4,12,-16,16.6474,52.8859,2.908,0.0,0.4512214,0.83598936,0.5205082,2.794951,-0.40629584,-0.75916225,1.1927936,-1.1268319,-0.38566518,-0.7663023,0.8419544,-2.1751122,0.0033627729373586056,56.84727621078491,54.65336412191391
2565858,8,674,1,_,0,0,0,0,0,1,3.0,1.0428,181.0428,0.0,34.68,71.4,0,0,0.0,0.0,0.5,0.0,0.4515803,0.83608484,0.52068883,2.7949708,-0.4062059,-0.7592947,1.1927642,-1.1266803,-0.38556823,-0.7663642,0.84194785,-2.1751387,0.0033845695397500476,56.853769302368164,54.6723273396492
2565858,9,676,0,short_pass,1,0,0,0,0,1,3.0,2.7058,182.7058,1.663,16.32,90.3,-27,18,30.8794,83.4704,2.8439,0.0,0.45175785,0.83604836,0.52076334,2.7949612,-0.40618348,-0.75940114,1.1928476,-1.1266667,-0.3855842,-0.7663558,0.8418617,-2.175101,0.003395405978237659,56.85128879547119,54.68015044927597
2565858,9,676,0,short_pass,0,0,0,0,0,1,3.0,4.522,184.522,1.8163,17.0,84.0,1,-6,4.2129,81.3494,2.8881,0.0,0.45134956,0.83602214,0.5205722,2.7947524,-0.4062814,-0.7591398,1.1926838,-1.1266556,-0.38557568,-0.7662509,0.84182024,-2.174916,0.0033705399902813765,56.84950542449951,54.66007947921753
2565858,9,676,0,_,0,0,0,0,0,1,3.0,4.522,184.522,0.0,17.0,84.0,0,0,0.0,0.0,0.5,0.0,0.4514152,0.8360089,0.52061605,2.7946265,-0.40625143,-0.759142,1.1926384,-1.1265668,-0.38556796,-0.7662266,0.84177,-2.174814,0.0033745261953784162,56.84860563278198,54.66468572616577
2565858,10,674,1,dribble,1,0,0,0,0,1,3.0,6.2233,186.2233,1.7012,48.28,43.05,46,-39,55.1017,31.0589,2.9432,0.0,0.45181438,0.83597064,0.52074987,2.7947106,-0.40616512,-0.75933343,1.1927648,-1.1265788,-0.38557053,-0.76629055,0.8417866,-2.1749127,0.003398863525368766,56.84600353240967,54.67873603105545
2565858,10,674,1,_,0,0,0,0,0,1,3.0,6.2233,186.2233,0.0,48.28,43.05,0,0,0.0,0.0,0.5,0.0,0.45136416,0.8359455,0.52051854,2.7948534,-0.40623277,-0.75922096,1.1927598,-1.1267781,-0.38561568,-0.7662812,0.8420242,-2.1750176,0.0033714262105646385,56.84429311752319,54.654446840286255
2565858,11,676,0,dribble,0,0,0,0,0,1,3.0,6.8514,186.8514,0.6281,19.72,61.95,-42,18,45.7671,74.8008,3.0597,0.0,0.4517786,0.8360103,0.5207946,2.7949774,-0.40619332,-0.7594465,1.1929206,-1.1266829,-0.3856356,-0.7663861,0.84184283,-2.1751637,0.0033966741267621894,56.84869885444641,54.68342989683151
2565858,11,676,0,_,0,0,0,0,0,1,3.0,6.8514,186.8514,0.0,19.72,61.95,0,0,0.0,0.0,0.5,0.0,0.45129737,0.8359148,0.5204044,2.7946448,-0.40618324,-0.759152,1.1926457,-1.1266823,-0.38559678,-0.7662302,0.84191287,-2.174857,0.0033673750118343435,56.84220576286316,54.64246183633804
2565858,12,674,1,carry,1,0,0,0,0,1,3.0,7.6778,187.6778,0.8264,47.6,45.15,41,-16,44.4036,31.8576,2.9916,0.0,0.45169014,0.83596855,0.5206874,2.7947388,-0.40616804,-0.759322,1.1927725,-1.1265957,-0.3855811,-0.7663011,0.8417798,-2.174949,0.003391269568525212,56.8458616733551,54.67217713594437
2565858,12,674,1,_,0,0,0,0,0,1,3.0,7.6778,187.6778,0.0,47.6,45.15,0,0,0.0,0.0,0.5,0.0,0.45119363,0.8358954,0.52046645,2.794699,-0.40612805,-0.7592234,1.1927145,-1.1266375,-0.38554585,-0.76622874,0.8419876,-2.174812,0.0033610918346120614,56.84088850021362,54.64897692203522
2565858,13,676,0,dribble,0,0,0,0,0,1,3.0,8.4755,188.4755,0.7977,12.24,48.3,-52,3,54.6381,86.143,3.11,0.0,0.45148456,0.8359261,0.5206207,2.7949653,-0.4062401,-0.75931466,1.192941,-1.1268309,-0.38569674,-0.7663142,0.84199065,-2.1750932,0.0033787418899526864,56.84297585487366,54.66517388820648
2565858,13,676,0,_,0,0,0,0,0,1,3.0,8.4755,188.4755,0.0,12.24,48.3,0,0,0.0,0.0,0.5,0.0,0.4510157,0.8358261,0.5202115,2.7947016,-0.4062308,-0.7590683,1.1927142,-1.1268752,-0.38569742,-0.7661896,0.8420796,-2.1748548,0.0033503433068950493,56.836174726486206,54.62220937013626
2565858,14,674,1,dribble,1,0,0,0,0,1,3.0,9.0969,189.0969,0.6213,55.76,56.7,64,8,67.4198,19.0947,2.9987,0.0,0.451418,0.83590895,0.52048796,2.794943,-0.40622377,-0.7593105,1.192919,-1.1268488,-0.38571823,-0.7663206,0.84194696,-2.17509,0.0033746963879118966,56.841808557510376,54.65123623609543
2565858,14,674,1,short_pass,1,0,0,0,0,1,3.0,11.5854,191.5854,2.4885,53.72,66.15,-3,9,6.8831,23.756,2.7603,0.0,0.45097184,0.83588845,0.52025133,2.7950025,-0.40628058,-0.75913936,1.1928426,-1.1269927,-0.38571313,-0.7662875,0.84216756,-2.175109,0.0033476983687826005,56.84041428565979,54.62639003992081
2565858,14,674,1,dribble,1,0,0,0,0,1,3.0,12.8712,192.8712,1.2858,53.04,73.5,-1,7,4.8744,26.8062,2.6095,0.0,0.45111036,0.83600014,0.5204726,2.7950993,-0.40635437,-0.75918865,1.192937,-1.1269165,-0.38573298,-0.7663535,0.84201384,-2.175219,0.0033560571668635126,56.84800982475281,54.64962154626846
2565858,14,674,1,_,0,0,0,0,0,1,3.0,12.8712,192.8712,0.0,53.04,73.5,0,0,0.0,0.0,0.5,0.0,0.45117545,0.83593804,0.52037466,2.7950006,-0.40627593,-0.7591591,1.1928664,-1.1269323,-0.38569215,-0.76631135,0.84215903,-2.1751142,0.0033599919969662987,56.8437864780426,54.63933885097504
2565858,15,676,0,dribble,0,0,0,0,0,1,3.0,12.8712,192.8712,0.0,14.96,31.5,-56,-40,64.7864,83.0215,2.977,0.0,0.4516157,0.8359655,0.52068543,2.7950306,-0.40623844,-0.7593587,1.1929896,-1.1267989,-0.3856989,-0.7663874,0.84198356,-2.1751742,0.0033867275165528426,56.84565496444702,54.67197060585022
2565858,15,676,0,_,0,0,0,0,0,1,3.0,12.8712,192.8712,0.0,14.96,31.5,0,0,0.0,0.0,0.5,0.0,0.45125845,0.83588356,0.520356,2.7948115,-0.4062482,-0.7591514,1.1928142,-1.1268429,-0.38569912,-0.766293,0.8420654,-2.1749856,0.0033650163171326315,56.84008193016052,54.63737994432449
2565858,16,674,1,short_pass,1,0,0,0,0,1,3.0,14.7294,194.7294,1.8582,51.0,70.35,53,37,61.0733,28.6827,2.7268,0.0,0.4516495,0.835976,0.5206863,2.795132,-0.40625393,-0.75942713,1.1930645,-1.1268523,-0.3857483,-0.76642996,0.84195274,-2.175286,0.0033887886866290286,56.84636831283569,54.67206448316574
2565858,16,674,1,short_pass,1,0,0,0,0,1,3.0,15.9735,195.9735,1.2441,44.2,68.25,-10,-2,10.5877,38.1393,2.8709,0.0,0.45119983,0.836011,0.5205555,2.7949932,-0.4063142,-0.7591947,1.1928413,-1.1267686,-0.385669,-0.7663637,0.8419094,-2.1751688,0.003361466943497465,56.84874749183655,54.65832710266113
2565858,16,674,1,short_pass,1,0,0,0,0,1,3.0,18.8767,198.8767,2.9032,44.2,23.1,0,-43,29.24,41.3894,2.6636,0.0,0.45128387,0.83605283,0.5206178,2.7950284,-0.4063173,-0.75921607,1.1928725,-1.1267624,-0.38566592,-0.76637805,0.8419111,-2.1752045,0.003366556686309367,56.851592779159546,54.66486722230911
2565858,16,674,1,short_pass,0,0,0,0,0,1,3.0,21.3644,201.3644,2.4877,53.04,9.45,13,-13,16.2625,36.2064,2.2627,0.0,0.451285,0.83606315,0.52065897,2.7950287,-0.40632492,-0.75921,1.1928641,-1.1267505,-0.38565436,-0.7663607,0.8419426,-2.1751754,0.0033666253240779635,56.852293968200684,54.66919183731079
2565858,16,674,1,_,0,0,0,0,0,1,3.0,21.3644,201.3644,0.0,53.04,9.45,0,0,0.0,0.0,0.5,0.0,0.45133334,0.83605367,0.5206763,2.794944,-0.40629655,-0.7592089,1.1928203,-1.1267004,-0.38565254,-0.7663364,0.8419341,-2.1750915,0.0033695563776991694,56.85164952278137,54.6710130572319
2565858,17,676,0,short_pass,1,0,0,0,0,1,3.0,22.272,202.272,0.9077,5.44,79.8,-70,67,86.4752,98.2046,2.9606,0.0,0.45169348,0.8360278,0.5207849,2.7950304,-0.40621126,-0.7593837,1.1929239,-1.126734,-0.3856573,-0.7663882,0.8419728,-2.1751795,0.0033914733579495657,56.84989047050476,54.68241602182388
2565858,17,676,0,dribble,0,0,0,0,0,1,3.0,24.4766,204.4766,2.2046,12.24,85.05,10,5,11.0368,88.643,2.9015,0.0,0.4511562,0.83595604,0.5204424,2.7948377,-0.40629625,-0.7591106,1.192756,-1.1267948,-0.3856777,-0.7662852,0.841943,-2.175021,0.003358827643132251,56.84501051902771,54.64645475149155
2565858,17,676,0,_,0,0,0,0,0,1,3.0,24.4766,204.4766,0.0,12.24,85.05,0,0,0.0,0.0,0.5,0.0,0.45126402,0.8359203,0.5203371,2.7948616,-0.40619117,-0.7591969,1.1927795,-1.1268433,-0.3856934,-0.7663152,0.84206414,-2.1750622,0.0033653539461947343,56.842578649520874,54.635396003723145
2565858,18,674,1,dribble,1,0,0,0,0,1,3.0,25.533,205.533,1.0564,55.76,19.95,64,-62,79.3304,28.3121,2.3017,0.0,0.45165813,0.83598715,0.520628,2.7950058,-0.40617442,-0.7593893,1.192928,-1.1267736,-0.3856797,-0.7664009,0.8419346,-2.1751924,0.003389315994943628,56.84712624549866,54.665937423706055
2565858,18,674,1,short_pass,1,0,0,0,0,1,3.0,29.0418,209.0418,3.5089,49.64,5.25,-9,-14,13.4139,41.7143,2.318,0.0,0.4511147,0.8359771,0.52038413,2.7949538,-0.4062327,-0.7591526,1.1927346,-1.1268532,-0.38561237,-0.76626265,0.84217083,-2.175011,0.0033563200657920726,56.8464412689209,54.64033395051956
2565858,18,674,1,short_pass,1,0,0,0,0,1,3.0,30.5002,210.5002,1.4583,55.08,10.5,8,5,9.062,33.7319,2.2036,0.0,0.45124868,0.8360615,0.5205937,2.7950342,-0.40630358,-0.7592109,1.1928321,-1.1267955,-0.38565114,-0.7663129,0.8420296,-2.1751013,0.003364424193932292,56.85218048095703,54.66233879327774
